,userId,movieId,rating,numbers
39553,274,1982,3.0,27
68905,448,1614,4.0,26
73043,472,3254,3.5,27
4239,28,553,3.0,65
76231,480,10,4.0,132
14431,91,2450,2.5,16
74030,474,3264,3.5,26
100271,610,54999,3.0,12
77546,483,3159,4.5,15
26005,181,168,3.0,54
88999,575,296,5.0,307
38684,266,235,4.0,70
14156,91,185,2.0,112
65506,420,3159,4.0,15
44579,298,784,1.5,54
41551,282,2470,4.0,57
2562,19,1588,2.0,20
75333,475,106487,4.5,26
56233,372,736,4.0,123
87837,567,3671,4.5,62
21114,140,266,3.0,68
71353,458,21,5.0,89
27386,186,1374,4.0,62
69209,448,3536,4.0,21
25638,177,64839,3.5,34
46140,305,3671,4.0,62
50498,326,2692,4.0,75
47563,307,37729,3.0,44
5158,33,2087,3.0,41
5105,33,1095,4.0,15
46117,305,2944,4.0,32
40010,274,5816,3.0,102
4970,32,361,4.0,17
22751,156,898,5.0,29
11989,73,112183,2.5,26
46658,306,71535,2.5,53
32791,222,79695,2.0,17
51259,331,6936,4.0,39
9307,63,5010,4.0,50
94738,599,73017,3.0,58
37662,254,44195,4.0,36
82014,520,1136,5.0,136
38047,260,3000,3.5,48
86383,560,33493,4.0,78
38972,268,1912,5.0,32
56397,373,208,2.0,115
83574,534,2,4.5,110
97108,604,317,3.0,81
20058,132,2174,4.0,91
25202,177,2716,4.0,120
61038,396,1597,0.5,43
98657,607,3793,3.0,133
32162,220,3996,4.5,110
67713,438,1584,3.5,82
84610,544,95,4.0,84
15424,100,4014,3.0,47
98692,608,141,3.0,86
87560,564,7173,3.5,24
76128,479,2463,2.0,14
42777,288,3450,4.0,29
25837,178,1265,4.5,143
7633,51,3070,5.0,21
8624,59,41,5.0,15
6600,45,1265,3.0,143
86886,561,6711,3.0,74
84805,550,134130,4.0,48
27814,188,1304,4.0,62
25344,177,5459,2.5,61
45606,301,4246,3.5,65
47724,308,288,1.0,92
18913,122,2692,4.5,75
79659,495,47997,4.5,18
77324,483,858,4.0,192
14073,90,36,4.0,67
83870,534,63082,4.0,71
49347,318,8529,3.5,47
85570,555,2088,3.0,18
87997,567,101864,1.5,20
83502,532,1213,5.0,126
81095,514,261,2.5,42
86072,559,491,3.0,17
19150,123,68157,4.0,88
54199,357,919,4.5,92
12207,75,912,4.0,100
81491,515,59315,5.0,94
44942,298,6957,2.5,26
85557,555,2003,3.0,41
54179,357,594,4.0,77
39268,274,172,2.5,53
51233,331,4816,3.0,54
79221,490,86833,3.0,21
59642,387,2664,4.0,13
36907,249,53000,3.5,21
53548,353,315,3.0,38
20871,138,898,5.0,29
25956,180,1198,4.0,200
97334,605,56171,3.0,18
11971,73,103141,4.5,16
70565,450,648,4.0,162
38263,263,527,5.0,220
6958,47,3147,5.0,111
47019,307,1997,3.0,53
46230,305,8368,3.0,93
91450,593,2628,2.5,140
67162,434,1517,4.0,100
50366,325,2952,4.0,12
66116,425,4973,4.0,120
39155,272,6365,3.5,96
31659,219,1702,1.5,16
5500,39,1287,4.0,34
84469,542,4344,4.0,34
4498,28,6502,3.0,58
20888,138,59784,5.0,54
25032,177,1089,4.0,131
23943,166,2710,2.5,64
85042,552,2991,3.0,23
88249,570,337,3.0,77
27315,186,329,4.0,108
65876,424,106100,4.0,17
83228,527,1376,4.0,43
46940,307,1307,3.5,85
13681,89,6550,4.0,13
68527,446,273,1.0,28
67807,438,3052,4.0,79
55535,368,1220,3.0,84
35896,244,1225,5.0,76
42643,288,2719,2.0,13
45814,304,836,3.0,17
100367,610,67087,4.0,17
53033,350,661,3.0,49
99517,609,457,4.0,190
76655,480,4148,3.0,39
89379,580,912,0.5,100
100458,610,79702,4.0,44
460,4,2997,4.0,99
66281,427,151,3.0,44
5326,36,2082,2.0,26
33272,226,2671,4.0,56
25657,177,69481,5.0,34
22622,154,106002,4.0,16
6720,45,2706,4.0,103
84490,542,6365,1.0,96
45065,298,46970,2.0,28
49460,318,53322,3.5,33
45754,304,168,4.0,54
42611,288,2527,3.0,18
7145,50,1204,4.5,45
19618,126,457,5.0,190
73103,474,24,3.0,28
32001,219,51662,4.0,80
17349,111,2918,3.5,109
18138,114,79702,3.5,44
54158,357,440,3.5,76
41586,282,3362,4.5,38
89285,579,2087,3.0,41
89085,577,920,5.0,45
82771,525,3578,3.5,170
82476,523,122904,5.0,54
83616,534,788,3.0,82
6369,43,344,4.0,161
91231,590,68954,4.0,105
39184,273,224,5.0,40
59337,387,904,3.5,84
37931,258,48394,5.0,81
61892,410,1188,5.0,22
52026,339,527,5.0,220
83595,534,316,3.5,140
62895,414,1717,4.0,31
52611,344,3147,5.0,111
91777,596,924,4.0,109
71681,462,2064,4.5,31
39264,274,158,3.5,62
22671,155,3052,4.0,79
26714,182,3968,4.0,27
56811,378,5952,4.5,188
28354,198,172,4.0,53
79771,496,2950,1.0,14
35943,244,3683,3.0,19
65191,417,84152,5.0,30
29418,202,440,3.0,76
98650,607,3438,3.0,25
13486,87,3910,4.0,20
6154,42,2683,4.0,121
59397,387,1196,4.5,211
33549,226,59615,2.5,39
92100,596,122882,5.0,47
59535,387,1956,4.0,12
76888,480,8949,2.5,39
77354,483,1197,5.0,142
54709,361,5418,4.0,112
87781,566,587,3.0,115
68886,448,1459,2.0,12
51095,330,2011,3.0,87
86514,560,88129,4.5,32
24782,174,153,3.0,137
12550,80,1527,4.0,116
15471,101,2600,4.0,22
93617,599,3258,2.5,15
88540,572,590,5.0,164
65474,420,1193,4.0,133
55415,368,163,3.0,66
35886,244,786,4.0,64
91553,594,736,4.0,123
15689,103,2054,3.5,68
82034,520,1527,3.5,116
84614,544,648,4.0,162
39504,274,1603,3.5,13
82199,521,780,4.0,202
63531,414,3863,3.0,45
13309,84,1217,4.0,15
43293,290,1224,4.0,19
23649,160,5459,1.5,61
18474,117,610,3.0,33
75553,477,1258,4.5,109
98614,607,2762,5.0,179
51140,330,3578,4.0,170
57859,380,78469,4.0,17
93696,599,3624,2.5,43
10784,68,2628,3.0,140
30031,209,71535,2.0,53
66743,430,2699,3.0,53
41379,280,45720,3.5,34
15826,103,41566,3.5,62
35792,242,185,3.0,112
33931,232,597,3.5,135
20987,139,33493,2.5,78
65081,415,63082,4.5,71
19993,132,919,3.5,92
86832,561,4105,3.5,22
32270,221,215,4.5,24
1540,15,97938,4.0,31
72588,469,1233,4.0,40
86867,561,5464,3.0,49
92120,596,134130,4.0,48
40255,274,33679,2.5,59
30209,211,2947,3.5,53
30055,210,2011,4.5,87
96392,603,1233,5.0,40
66818,432,364,5.0,172
93858,599,4386,1.0,11
91135,590,8807,2.5,34
89434,580,1394,4.0,58
27023,182,6953,3.5,25
65852,424,45447,3.0,49
964,7,6333,4.0,76
99433,608,8360,4.5,92
42321,288,1265,4.5,143
63477,414,3697,2.0,21
52178,339,8957,3.0,33
64755,414,68319,2.5,26
6002,42,1094,1.0,42
51404,332,1204,4.5,45
82755,525,2987,4.0,97
78516,489,337,4.5,77
73439,474,1240,4.0,131
4070,27,356,5.0,329
67528,437,529,5.0,40
8535,58,186,3.0,48
21238,140,1307,3.5,85
37480,252,66097,4.5,35
85116,552,7143,3.5,62
82173,521,29,3.0,38
81066,513,1101,2.5,83
50030,322,2268,5.0,57
89996,585,555,5.0,65
52116,339,4223,4.5,40
61732,409,919,5.0,92
96422,603,1289,4.0,11
20259,132,58559,3.5,149
78452,488,5952,5.0,188
13491,87,5971,5.0,37
1577,16,319,4.0,20
8229,57,1270,4.0,171
27345,186,919,5.0,92
28824,199,4148,1.5,39
63138,414,2447,4.0,15
90893,590,2985,3.0,70
19177,123,116797,4.5,50
41218,279,112183,4.5,26
21409,140,3741,3.0,11
38424,263,7361,4.5,131
35076,234,3396,4.0,33
22702,156,185,3.0,112
46823,307,500,2.0,144
26453,182,2278,2.5,43
66326,427,5283,3.0,22
70596,450,3753,4.0,68
55634,368,1994,3.0,47
92501,597,2421,3.0,29
1879,18,1276,4.0,57
33191,226,1409,2.5,23
7734,51,6807,5.0,40
484,4,3897,4.0,83
66062,425,2640,2.5,61
14467,91,2791,4.5,87
82656,525,733,4.0,121
47777,308,5816,5.0,102
69068,448,2628,2.0,140
82029,520,1356,5.0,91
46838,307,585,0.5,36
58125,381,377,4.0,171
78992,489,32587,3.0,84
66286,427,555,4.5,65
76328,480,648,3.0,162
66155,425,7163,2.5,17
64775,414,71535,5.0,53
78173,484,33679,2.5,59
52723,346,296,3.5,307
57398,380,4855,5.0,20
21248,140,1459,3.0,12
45832,304,1100,3.0,19
60783,391,5418,4.0,112
39443,274,1261,4.5,34
42892,288,4238,2.0,17
60517,391,1196,5.0,211
11626,69,541,5.0,124
87653,564,106782,3.0,54
23329,160,1019,5.0,17
87240,562,5669,4.0,58
5298,36,318,4.0,317
5062,33,307,5.0,24
86749,561,2404,3.0,12
41542,282,2268,4.0,57
100315,610,58998,4.0,39
60452,391,500,4.0,144
60435,391,329,2.0,108
29766,202,3699,4.0,13
30481,212,134130,4.0,48
60298,389,65,4.0,31
51979,338,5349,3.0,122
85429,555,1198,4.0,200
14701,92,1367,3.0,47
25230,177,3098,4.0,24
46915,307,1210,3.0,196
21145,140,500,4.0,144
44122,294,1285,3.0,41
19979,132,778,3.0,102
70845,453,10,2.0,132
78870,489,4487,3.0,11
30247,211,63113,4.0,35
51443,332,1732,4.0,106
59735,387,3396,4.0,33
58326,381,4447,3.0,64
9568,64,1285,3.0,41
77416,483,1721,2.0,140
90065,586,588,4.5,183
33389,226,5015,2.5,18
88084,567,122922,3.0,22
19550,125,158238,4.0,15
32418,221,2336,4.0,23
47693,307,61024,4.0,31
1126,10,1247,3.0,79
22619,154,89745,5.0,69
92078,596,103772,2.5,16
1507,15,6874,3.0,131
21890,142,527,5.0,220
44329,294,3108,5.0,36
53981,356,3949,5.0,96
44495,297,589,3.0,224
20468,135,1732,4.0,106
79984,500,3301,4.0,42
66911,432,3998,4.0,12
58757,382,56949,3.0,20
99304,608,4995,4.5,123
56907,380,172,4.0,53
56513,375,1801,4.0,25
84976,552,1373,2.0,30
9229,63,1288,5.0,66
59347,387,922,4.0,27
65849,424,37729,4.0,44
52055,339,1247,3.0,79
44614,298,1247,4.0,79
50257,325,1120,3.0,27
48028,312,260,5.0,251
10693,68,2023,3.5,45
7265,50,38038,3.0,30
4939,32,39,3.0,104
39605,274,2167,4.0,58
7632,51,2995,3.5,14
65699,422,3986,2.0,20
40698,275,1307,4.0,85
68601,447,315,4.0,38
93398,599,2395,5.0,56
56018,370,1198,4.0,200
43350,290,1962,4.0,23
19632,127,1302,2.0,56
66031,425,1917,3.5,92
46231,305,8371,3.0,23
1855,18,1201,5.0,72
56893,380,60,4.0,34
32276,221,431,4.5,42
1189,10,58047,3.5,14
11674,70,529,4.5,40
40990,276,260,5.0,251
61276,402,52,3.0,28
57238,380,2871,4.0,30
77976,484,575,4.0,16
47151,307,3033,3.0,59
50265,325,1211,4.0,13
96562,603,1960,4.0,26
38672,266,39,2.0,104
97748,606,2321,4.0,61
29084,200,3793,4.0,133
77304,483,595,3.5,146
76949,480,34162,3.5,58
32841,223,34,1.0,128
63926,414,5377,5.0,44
28336,197,2268,4.0,57
48891,317,7438,3.0,110
82417,523,745,3.0,48
89844,582,115617,3.5,41
68579,447,31,4.0,38
31903,219,7458,3.0,48
46969,307,1476,2.5,26
55307,367,3175,4.0,75
34208,232,6482,2.5,11
39073,270,62,5.0,80
61625,408,7143,4.0,62
73522,474,1407,4.0,70
84366,541,364,3.0,172
51470,332,2717,2.5,47
71239,455,440,3.0,76
17546,111,47518,3.5,14
60457,391,555,5.0,65
75240,475,4232,4.5,28
10194,66,3198,4.0,14
87685,564,158238,3.5,15
5069,33,356,5.0,329
78611,489,1073,3.5,119
68076,438,7090,5.0,38
1942,18,2951,4.5,39
918,7,2628,1.5,140
51877,336,2959,4.5,218
46653,306,65230,2.0,14
16769,105,96821,4.0,20
55319,367,3363,3.0,43
32804,222,91500,4.0,54
42233,288,986,3.0,13
28863,199,5673,4.5,33
50827,328,4995,0.5,123
47488,307,8366,4.0,14
8111,57,552,2.0,61
75925,477,39292,4.5,20
2700,19,2232,3.0,27
13129,84,265,5.0,33
28821,199,4022,3.0,100
92242,597,903,3.0,60
54377,357,4246,4.5,65
35606,240,173,3.0,62
87592,564,60756,5.0,28
15107,96,3033,1.0,59
60309,389,648,3.0,162
66787,431,802,1.5,46
58122,381,356,4.0,329
83187,527,609,4.0,14
62725,414,1200,5.0,126
92270,597,1091,4.0,21
44962,298,7346,2.5,20
10489,68,708,3.0,58
48520,313,3704,5.0,24
15594,103,367,3.5,157
27058,182,30749,4.0,48
8564,58,318,5.0,317
12572,80,4226,5.0,159
77367,483,1240,3.5,131
18789,121,161,3.0,103
72300,466,4367,4.0,40
18640,119,63113,4.0,35
77953,484,47,4.0,203
30289,212,1200,3.5,126
21505,140,4993,3.0,198
93224,599,1792,2.5,23
938,7,4223,2.0,40
95447,600,2313,4.0,17
4345,28,2232,2.0,27
24712,171,1259,5.0,91
82287,522,2959,4.0,218
2483,19,1196,4.0,211
2591,19,1748,3.0,48
46747,307,47,4.0,203
79933,500,720,4.0,27
89167,577,2115,3.0,108
55700,368,2528,2.0,24
23117,158,2948,3.0,36
66530,428,3033,2.5,59
72628,469,1333,5.0,44
15023,95,6534,3.5,33
11194,68,8917,2.0,32
19639,127,2763,4.0,48
5288,35,266,2.0,68
44708,298,2918,3.0,109
20392,135,858,4.0,192
89751,580,56174,4.5,62
60175,387,37729,3.5,44
20980,139,8874,1.0,77
81824,517,45722,3.5,72
81324,514,4638,3.0,36
11271,68,44022,3.5,23
36436,249,908,4.0,57
10130,66,2001,3.5,47
26889,182,5349,3.0,122
31210,217,1883,3.0,24
48091,312,1344,4.0,14
31315,217,2407,4.0,43
94973,599,115617,2.0,41
41300,280,2572,4.0,54
37479,252,50872,4.5,72
18250,115,3499,5.0,44
54860,363,832,2.5,37
56428,373,364,5.0,172
45809,304,784,2.0,54
82416,523,594,4.0,77
25323,177,4992,4.0,17
83813,534,46335,3.0,11
1762,17,60069,3.5,104
93507,599,2795,2.5,26
92486,597,2395,5.0,56
52592,344,736,4.5,123
2903,19,3421,4.0,62
92610,598,8360,1.0,92
76443,480,1693,4.5,19
61362,404,141,4.0,86
99591,610,919,3.5,92
50709,328,1025,3.5,25
15717,103,2687,2.5,24
42526,288,2174,3.5,91
72649,469,1518,3.0,13
84435,542,1527,5.0,116
92923,599,786,2.0,64
63660,414,4291,3.0,11
99697,610,2944,4.0,32
75761,477,4321,3.5,31
34776,233,780,2.5,202
80354,508,799,2.0,23
65613,421,2324,5.0,88
13515,88,4262,4.5,67
63285,414,2987,4.0,97
35259,238,455,1.0,37
58034,380,135569,4.0,15
55089,365,97225,2.0,11
94573,599,46578,2.5,77
21361,140,3105,4.0,22
98978,608,1954,4.5,64
48755,316,1485,3.0,74
83548,533,2571,5.0,278
38141,261,2002,3.0,46
29375,201,2858,5.0,204
38550,265,1196,5.0,211
56898,380,107,5.0,26
2013,18,6807,4.5,40
10440,68,379,3.0,21
75525,477,1078,5.0,11
88559,572,1061,5.0,29
24243,168,913,4.5,44
91280,591,2997,2.0,99
65034,415,1580,3.5,165
18840,122,231,4.5,133
30463,212,114180,2.0,16
28223,195,3174,4.0,39
77160,482,3148,2.5,26
99,1,1552,4.0,59
2063,18,34405,3.5,50
56335,372,1387,5.0,91
18989,122,27904,4.5,22
84130,536,233,3.0,12
616,6,145,4.0,51
10432,68,357,1.0,103
23359,160,1219,3.0,83
62604,414,784,3.0,54
8566,58,333,5.0,50
10407,68,231,3.5,133
15048,96,272,5.0,31
27349,186,953,5.0,58
31967,219,41569,3.5,40
45917,304,2321,2.0,61
52318,339,96079,3.5,50
33909,232,185,3.0,112
17508,111,31433,3.5,11
3420,21,33679,4.0,59
37862,256,95441,3.5,21
69381,448,4679,3.0,13
25171,177,2321,3.0,61
67766,438,2355,4.0,92
51123,330,2858,4.5,204
99966,610,6503,1.5,27
413,4,1892,2.0,16
95740,600,6807,5.0,40
98793,608,597,2.5,135
48015,311,6365,3.5,96
84119,535,2858,5.0,204
31012,217,733,3.0,121
19168,123,106920,3.5,25
17722,111,99114,4.0,71
69045,448,2474,4.0,13
12144,74,8873,4.0,27
33432,226,6365,3.0,96
25057,177,1235,3.0,26
67393,436,349,3.0,110
12631,80,49530,4.0,53
26805,182,4641,4.0,34
24131,167,2140,4.0,34
66047,425,2288,3.5,45
56813,378,7143,3.5,62
94890,599,96610,3.5,32
79748,495,122886,4.5,41
7424,51,7,4.0,54
78959,489,7153,4.0,185
4785,29,1209,4.5,18
31216,217,1920,3.0,18
33869,230,52973,3.0,52
28220,195,3113,1.0,15
83174,527,48,3.0,68
37121,249,87222,4.0,17
31885,219,6874,4.5,131
72652,469,1556,1.0,19
39014,268,2716,4.0,120
62029,411,151,4.0,44
45495,299,3755,3.0,44
6630,45,1569,4.0,40
9867,64,6874,4.0,131
80888,510,1882,0.5,33
26799,182,4545,4.0,20
31881,219,6711,4.5,74
73753,474,2248,5.0,39
39427,274,1210,4.0,196
88887,573,39446,4.0,13
49597,318,73017,3.5,58
19366,125,58998,2.0,39
1076,9,371,3.0,21
43961,294,10,3.0,132
37592,254,1617,4.5,97
47066,307,2302,2.0,59
33719,229,480,3.0,238
22244,149,1127,3.0,62
6092,42,2002,3.0,46
33134,226,788,3.5,82
80697,509,63082,4.0,71
87199,562,3105,4.0,22
93713,599,3703,5.0,40
47489,307,8368,3.0,93
6300,42,4487,4.0,11
71224,455,329,3.0,108
412,4,1885,3.0,12
12227,75,1374,2.0,62
5003,32,880,3.0,27
60188,387,41285,3.5,17
95991,602,151,4.0,44
85080,552,3967,3.5,37
29155,200,6539,4.0,149
50167,323,111364,2.0,13
25733,177,88140,4.0,32
58229,381,2100,3.5,51
20266,133,32,4.0,177
34916,234,65,3.0,31
92602,598,593,0.5,279
670,6,256,3.0,35
68758,448,637,2.0,33
52896,347,231,4.0,133
87975,567,91630,2.5,22
25962,180,2021,3.5,37
6371,43,350,4.0,57
58690,382,6934,3.5,79
11629,69,593,5.0,279
23820,165,2353,4.0,67
44812,298,4643,2.0,49
19898,131,4878,1.5,109
31894,219,7147,2.5,69
100516,610,88129,5.0,32
53054,350,1210,4.0,196
5276,35,50,5.0,204
15581,103,111,4.5,104
58351,381,5418,5.0,112
1732,17,2762,4.0,179
53214,352,1200,4.0,126
4445,28,4238,2.5,17
39664,274,2596,3.0,12
57869,380,79702,4.0,44
3190,20,5378,4.0,92
6695,45,2355,5.0,92
45872,304,1408,3.0,39
51212,331,3623,2.0,77
81451,514,159093,4.0,11
19666,128,965,4.0,11
85081,552,3977,2.0,72
53610,354,586,3.0,116
86369,560,8984,4.0,43
12366,76,58803,3.0,18
27277,185,2078,4.0,53
65527,420,5265,3.5,11
48892,317,7445,5.0,35
57036,380,1220,5.0,84
35178,236,1278,5.0,69
44120,294,1275,5.0,48
82657,525,750,3.5,97
61588,408,1198,5.0,200
3364,21,5219,3.0,30
67256,434,6874,4.0,131
72793,469,2699,3.0,53
26377,182,1704,4.0,141
61870,410,904,5.0,84
32490,221,4447,3.0,64
86595,561,185,2.0,112
99495,608,53996,5.0,39
89537,580,3556,5.0,26
42531,288,2243,3.0,28
86106,559,733,4.0,121
40949,275,5418,4.0,112
21573,140,5995,3.0,46
67120,434,648,4.0,162
76444,480,1704,5.0,141
13605,89,2355,3.5,92
27745,187,27660,4.5,20
30010,209,1198,5.0,200
58335,381,4886,4.0,132
49954,321,380,5.0,178
87129,562,1297,3.5,20
68943,448,1968,3.0,113
19877,131,1228,4.5,40
27499,186,4027,4.0,94
84386,541,480,5.0,238
66192,426,47,0.5,203
14964,95,3424,4.5,27
6291,42,4351,5.0,16
64172,414,6620,4.5,18
46689,306,111113,2.5,12
42437,288,1965,4.5,21
15183,98,5618,4.0,87
82467,523,95167,4.5,30
78156,484,7444,3.0,21
81991,520,329,3.5,108
76048,479,45,3.0,32
29120,200,4823,4.0,25
51367,332,50,4.0,204
55015,365,54259,1.0,34
73373,474,1081,3.5,12
18945,122,4148,4.0,39
22736,156,648,3.5,162
66625,428,5989,3.0,115
11966,73,99114,5.0,71
37681,254,49530,4.0,53
80227,504,5673,2.0,33
52155,339,6550,4.5,13
38117,260,8464,3.0,50
14866,94,587,3.0,115
86030,559,314,4.0,16
9450,64,153,2.5,137
9522,64,968,3.5,28
81708,517,2671,3.0,56
1516,15,48780,4.5,90
53356,352,51662,4.0,80
49186,318,3262,3.0,11
89975,584,539,5.0,106
32093,220,1193,5.0,133
26031,181,349,4.0,110
4847,30,318,5.0,317
46868,307,830,2.5,21
60875,393,7438,5.0,110
53735,354,4018,3.5,54
28870,199,6218,3.5,40
4346,28,2268,3.0,57
46349,305,60397,4.0,14
98635,607,3147,5.0,111
12577,80,4886,4.0,132
85704,555,2746,3.0,39
131,1,2096,4.0,22
62507,414,481,3.0,19
26055,181,454,5.0,101
27286,185,2863,3.0,19
75544,477,1219,4.0,83
61825,409,3504,4.0,22
12749,82,303,3.0,32
55268,367,1704,5.0,141
32267,221,141,4.5,86
89927,584,208,4.0,115
25551,177,47518,4.0,14
62951,414,1954,4.0,64
71089,453,3910,4.0,20
80955,511,2571,5.0,278
42003,287,1407,2.5,70
13094,84,62,4.0,80
90428,588,25,3.0,76
19734,129,2791,4.0,87
23891,166,778,4.0,102
78018,484,1569,4.5,40
61004,395,519,4.0,21
52432,341,6537,4.5,45
25534,177,45431,2.5,14
54830,362,51540,4.5,38
56821,378,48516,4.5,107
98666,608,1,2.5,215
75159,474,48783,3.0,11
13583,89,1223,1.5,28
27428,186,2186,4.0,25
96103,603,17,3.0,67
11337,68,52722,3.0,44
54684,361,2422,2.0,14
92548,597,2723,2.0,39
84110,535,2688,2.0,15
91465,593,4963,2.5,119
18196,115,1580,4.0,165
66193,426,150,3.5,201
1517,15,50872,3.0,72
71638,462,1261,4.0,34
37031,249,72378,3.0,21
84048,534,112138,3.5,19
99633,610,1265,4.5,143
45619,301,7361,4.5,131
93256,599,1945,4.5,24
3912,24,552,3.5,61
69546,448,6764,2.5,17
53213,352,1198,4.0,200
41621,282,4979,4.5,68
48478,313,2901,4.0,14
91507,594,145,4.0,51
44010,294,372,1.0,21
29838,204,1208,4.5,107
98637,607,3157,3.0,19
25039,177,1175,3.0,21
51825,335,805,3.0,35
79976,500,2916,3.0,88
94621,599,53322,2.5,33
60007,387,6793,1.0,11
44732,298,3481,4.0,75
36089,246,26662,4.5,17
36608,249,3578,4.0,170
39627,274,2335,3.0,28
70648,452,153,4.0,137
2665,19,2081,4.0,67
83888,534,68157,4.0,88
29091,200,3948,4.5,91
12647,80,59369,5.0,42
1580,16,541,4.5,124
39322,274,502,3.0,15
19957,132,356,4.0,329
14747,93,480,5.0,238
23404,160,1586,1.0,22
26026,181,316,3.0,140
79736,495,111364,3.5,13
21924,143,6944,4.0,13
41962,287,16,2.0,82
87789,566,780,3.0,202
52334,339,105844,4.0,16
52855,346,7387,4.0,20
92401,597,1912,5.0,32
68576,446,780,3.0,202
9287,63,4105,3.0,22
77619,483,4886,4.5,132
11374,68,55282,4.0,11
41995,287,1206,2.5,120
49163,318,2700,4.0,76
75806,477,5449,4.0,22
5515,39,1954,2.0,64
11750,71,801,4.0,11
45265,298,80549,2.0,27
49142,318,2355,3.5,92
10853,68,3146,3.0,17
81842,517,55052,4.0,13
87537,564,1265,5.0,143
80790,509,96588,4.5,20
7830,52,47099,4.0,46
49392,318,33004,4.0,44
1796,18,296,4.0,307
69581,448,7247,5.0,11
37603,254,2762,5.0,179
68784,448,924,4.0,109
51713,334,2997,4.0,99
71536,461,3147,4.0,111
43028,288,7163,3.0,17
24100,167,1197,4.5,142
57577,380,8370,3.0,12
15733,103,3081,4.0,62
14505,91,3275,4.5,43
77232,483,29,5.0,38
44870,298,5608,2.5,11
15254,99,160,2.0,57
32370,221,1287,4.0,34
61074,398,32,5.0,177
74015,474,3244,3.5,12
47401,307,6377,3.0,141
15044,96,110,5.0,237
80321,506,64957,1.0,37
48829,317,1228,3.0,40
43826,292,71530,3.0,14
50461,325,5445,4.0,120
69741,448,53464,1.5,20
90073,586,1196,4.5,211
25038,177,1148,4.0,56
3537,21,96079,4.0,50
3508,21,81834,3.0,47
26396,182,1833,3.5,13
20309,134,173,3.0,62
790,6,531,3.0,24
88369,570,3044,2.5,13
57469,380,5903,5.0,44
9676,64,2617,3.5,87
81032,512,442,3.0,81
10534,68,1088,3.5,42
55959,369,4226,4.5,159
46925,307,1240,2.5,131
4961,32,296,5.0,307
22236,149,741,4.0,27
72843,469,3070,4.0,21
17288,111,1028,4.0,71
56237,372,838,4.0,30
24088,167,750,2.0,97
10471,68,586,1.0,116
92949,599,904,3.0,84
45736,304,32,4.0,177
91876,596,3440,2.5,14
46589,305,139385,3.0,31
54977,365,6377,2.5,141
93844,599,4308,2.5,55
15956,104,364,4.0,172
24790,174,224,3.0,40
29786,203,349,4.0,110
44051,294,586,2.0,116
80346,507,590,3.0,164
78508,489,256,1.5,35
90041,585,64614,4.5,46
70132,448,102407,3.5,20
21330,140,2712,1.0,53
65993,425,1320,4.0,47
30412,212,80463,4.0,57
90138,586,33615,5.0,40
44969,298,7454,1.5,24
5011,32,1084,4.0,35
37691,255,1230,1.0,58
88784,573,2720,0.5,21
54621,360,1407,4.0,70
25165,177,2248,4.0,39
19209,124,2353,3.0,67
65636,422,858,4.0,192
28637,199,923,5.0,69
14422,91,2353,3.0,67
38010,260,1235,5.0,26
47772,308,4963,1.0,119
57515,380,6709,3.0,14
14571,91,4351,3.5,16
26612,182,3285,4.0,32
61800,409,2788,3.0,28
88361,570,2797,3.5,91
50184,324,2968,3.0,41
10733,68,2288,3.0,45
89952,584,338,4.0,19
81931,518,24,2.5,28
71322,457,2428,2.0,23
70975,453,2082,4.0,26
66728,430,1356,5.0,91
9742,64,3535,5.0,59
37754,256,3257,4.0,32
16369,105,4015,3.5,33
42715,288,3070,3.0,21
82348,522,58559,5.0,149
52112,339,4007,4.5,20
80262,505,1029,5.0,35
30417,212,83134,3.5,18
41477,282,413,3.5,26
5705,41,2115,2.0,108
22714,156,367,3.0,157
27890,190,5810,3.5,41
28402,198,1210,5.0,196
89506,580,2788,4.0,28
94825,599,88163,3.5,31
17397,111,4247,3.0,21
14820,94,17,1.0,67
26788,182,4370,3.0,56
27406,186,2009,4.0,19
3581,21,108190,3.5,18
43682,292,3744,2.0,19
22720,156,457,3.5,190
20493,135,2105,3.0,50
10838,68,3000,3.5,48
98502,607,377,5.0,171
35787,242,47,5.0,203
72424,468,110,4.0,237
53877,356,1148,5.0,56
83656,534,2012,4.0,88
32745,222,8984,2.5,43
33230,226,2082,4.0,26
7339,50,104913,2.5,11
93673,599,3479,3.0,18
14067,90,1,3.0,215
1668,17,44,3.5,46
56569,376,1097,3.5,122
43612,292,2529,3.0,56
80360,508,1378,2.0,25
10692,68,2019,3.5,48
73526,474,1416,2.0,12
84207,537,105504,5.0,21
30287,212,1196,3.5,211
23465,160,2078,4.0,53
92913,599,750,5.0,97
65986,425,1222,4.0,102
25973,180,4993,4.5,198
43487,291,118696,4.0,18
88831,573,5110,5.0,24
7967,55,1293,4.0,27
49039,318,750,4.0,97
97953,606,4054,3.5,16
10052,66,1089,4.0,131
60047,387,7265,3.0,13
60562,391,1376,3.0,43
16577,105,36529,4.0,35
42284,288,1179,3.0,27
29680,202,2918,4.0,109
48501,313,3438,1.0,25
83411,529,1,3.0,215
10562,68,1228,2.0,40
23672,161,1022,3.0,42
19644,127,4226,2.0,159
91327,592,208,4.0,115
2168,18,80489,4.0,22
13419,86,1265,4.0,143
9320,63,5945,1.0,26
51131,330,3052,5.0,79
19346,125,45722,3.5,72
77090,481,1693,3.0,19
60961,394,595,2.0,146
57404,380,4890,2.0,31
